,name,id,cv_gt,cv_gk,cv_tk,cv_gtk,tv_gt,tv_gk,tv_tk,tv_gtk,cv_gtkn,cv_gtky,cv_gtkd
2554,Jamestown+,23221,0,0,0,0,0,0,0,0,0,0,0
2555,Music Killer,125113,0,1,0,0,0,1,0,1,0,0,0
2556,Rolling Shapes,35214,0,0,0,0,0,0,0,0,0,0,0
2557,Switchblade,68106,0,0,0,0,0,0,0,0,0,0,0
2558,Terminal Velocity,11629,0,0,0,0,0,0,0,0,0,0,0
2559,Blackguards 2,8335,0,1,0,1,0,0,0,0,1,1,1
2560,PixBit,32753,0,0,0,0,0,0,0,0,0,0,0
2561,Return Null: Episode 1,35529,1,0,0,1,1,0,0,1,1,1,1
2562,Oafmatch,30586,0,0,0,0,0,0,0,0,0,0,0
2563,Hearthstone: The Witchwood,96374,0,0,0,0,0,0,0,0,0,0,0
2564,SteamWorld Dig,5772,0,0,0,0,0,0,0,0,0,0,0
2565,Maze Lord,33305,0,0,0,0,0,0,0,0,0,0,0
2566,Getaway Island,29224,0,0,0,0,0,0,0,0,0,0,0
2567,Planet Ancyra Chronicles,38795,0,0,0,0,0,0,0,0,0,0,0
2568,Darkest Hour: A Hearts of Iron Game,2012,0,1,1,1,0,2,1,3,1,1,1
2569,Fatal Labyrinth,4496,0,1,1,1,0,0,1,0,1,1,1
2570,Fire Place,109369,0,0,0,0,0,0,0,0,0,0,0
2571,The Binding of Isaac: Wrath of the Lamb,14542,0,0,0,0,0,0,0,0,0,0,0
2572,Off-Road Drive,16274,0,0,0,0,0,0,0,0,0,0,0
2573,Mars Power Industries Deluxe,122168,0,0,0,0,0,0,0,0,0,0,0
2574,"The Sims 3: 70s, 80s, & 90s Stuff",13124,0,0,0,0,0,0,0,0,0,0,0
2575,Monster Truck Madness 2,3542,1,0,0,1,1,0,0,0,1,1,1
2576,Police Stories,28225,0,0,0,0,0,0,0,0,0,0,0
2577,Amaze Double,75005,0,0,0,0,0,0,0,0,0,0,0
2578,Taimumari,35090,0,0,0,0,0,0,0,0,0,0,0
2579,Nancy Drew: Alibi in Ashes,10579,0,2,2,2,0,2,2,2,2,2,2
2580,Arson & Plunder: Unleashed,36323,0,0,1,0,0,0,1,0,0,0,0
2581,Arkaia: The Enigmatic Isle,68606,0,0,0,0,0,0,0,0,0,0,0
2582,Reign of Kings,9599,0,0,0,0,0,0,0,0,0,0,0
2583,Blood Code,34853,0,0,0,0,0,0,0,0,0,0,0
2584,Hiding Spot,110651,0,0,0,0,0,0,0,0,0,0,0
2585,"Batman: Arkham Origins - Cold, Cold Heart",10028,1,0,0,1,1,0,0,1,1,1,1
2586,Oxenfree II: Lost Signals,145784,1,0,0,0,1,0,0,0,0,0,0
2587,Seven Kingdoms: Ancient Adversaries,33303,0,1,0,1,0,2,0,1,1,1,1
2588,tModLoader,134157,0,1,0,0,0,1,0,0,0,0,0
2589,X-COM: UFO Defense,24,2,3,3,3,1,3,3,3,3,3,3
2590,Adjacency,29306,0,0,0,0,0,0,0,0,0,0,0
2591,Aveyond 3-4: The Darkthrop Prophecy,36242,0,0,0,0,0,0,0,0,0,0,0
2592,Violett,18734,1,1,0,1,0,0,0,0,1,1,1
2593,Splasher,26363,0,0,0,0,0,0,0,0,0,0,0
2594,Moons of Madness,22499,0,1,0,0,0,1,0,1,0,0,0
2595,The Housewife,23167,0,0,0,0,0,0,0,0,0,0,0
2596,Z-Exemplar,26010,0,0,0,0,0,0,0,0,0,0,0
2597,Cthulhu Saves the World,8427,0,1,1,1,0,1,1,1,1,1,1
2598,Isotiles,43510,0,0,0,0,0,0,0,0,0,0,0
2599,Redcon,25098,0,0,0,0,0,0,0,0,0,0,0
2600,Rooms: The Main Building,5130,0,0,0,0,0,0,0,0,0,0,0
2601,Medal of Honor: Airborne,1314,1,4,3,3,1,4,3,4,3,3,3
2602,ReCore: Definitive Edition,54787,0,0,1,0,0,0,1,0,0,0,0
2603,Huygens Principle,51477,0,0,0,0,0,0,0,0,0,0,0
2604,Squirreltopia,36132,0,0,0,0,0,0,0,0,0,0,0
2605,Leisure Suit Larry: Love for Sail!,2912,0,0,0,0,0,0,0,0,0,0,0
2606,The Seduction of Shaqeera VR,113135,0,0,0,0,0,0,0,0,0,0,0
2607,Korwin the Game,35114,0,0,0,0,0,0,0,0,0,0,0
2608,Asteroids VR,86420,0,0,0,0,0,0,0,0,0,0,0
2609,Return to Castle Wolfenstein,281,1,2,3,3,2,2,3,2,3,3,3
2610,Out of the Park Baseball 20,115688,0,0,0,0,0,0,0,0,0,0,0
2611,Fortress Forever,30237,1,0,0,0,1,0,0,0,0,0,0
2612,The Crow's Eye,6730,0,0,0,0,0,0,0,0,0,0,0
2613,First Feudal,75813,0,0,1,0,2,0,1,1,0,0,0
2614,Space Station 13,66396,0,0,0,0,0,0,0,0,0,0,0
2615,Elite Escape,121842,0,0,0,0,0,0,0,0,0,0,0
2616,Fox n Forests,21961,0,0,0,0,0,0,0,0,0,0,0
2617,Teamfight Manager,144006,0,0,0,0,0,0,0,0,0,0,0
2618,AtmaSphere,83607,0,0,0,0,0,0,0,0,0,0,0
2619,Endless Knight,126901,0,0,0,0,0,0,0,0,0,0,0
2620,Galactic Civilizations II: Dark Avatar,724,1,1,1,1,1,1,1,1,1,1,1
2621,Millennium 5: The Battle of the Millennium,8176,0,0,0,0,0,0,0,0,1,0,0
2622,Kingdom of the Dragon,54866,0,0,0,0,0,0,0,0,0,0,0
2623,Deadly Premonition: Director's Cut,9245,1,0,0,0,0,0,0,0,0,0,0
2624,Quell Zen,32836,0,0,0,0,0,0,0,0,0,0,0
2625,Lost Frontier,58398,0,0,0,0,0,0,0,0,0,0,0
2626,The Medium,133308,1,0,0,0,0,0,0,0,0,0,0
2627,South Park Rally,1259,0,0,0,0,0,0,0,0,0,0,0
2628,Tsundere Idol: My Personal M-Pet,101246,0,0,0,0,0,0,0,0,0,0,0
2629,Hardcore ZBoy,59139,0,0,0,0,0,0,0,0,0,0,0
2630,Unreal Tournament: Game of the Year Edition,24723,1,0,0,2,1,0,0,2,2,2,2
2631,Zombies on a Plane,36295,0,0,0,0,0,0,0,0,0,0,0
2632,Lost Horizon 2,7312,0,1,1,1,0,1,1,1,1,1,1
2633,KByte,34109,0,0,0,0,0,0,0,0,0,0,0
2634,Crysis,296,0,3,3,3,0,2,3,2,3,3,3
2635,Bombergrounds: Reborn,120852,0,1,1,1,0,1,1,0,1,1,1
2636,Oblivious Garden: Carmina Burana,17850,0,0,0,0,0,0,0,0,0,0,0
2637,Tragedy of Prince Rupert,50891,0,0,0,0,0,0,0,0,0,0,0
2638,Scourge of War: Waterloo,35263,0,0,0,0,0,0,0,0,0,0,0
2639,I saw IT,105429,0,0,0,0,0,0,0,0,0,0,0
2640,RollerCoaster Tycoon 2: Triple Thrill Pack,36366,1,1,1,1,1,0,1,0,1,1,1
2641,Kaiju-A-GoGo,36155,0,0,0,0,0,0,0,0,0,0,0
2642,Redneck Kentucky and the Next Generation Chickens,116161,0,0,0,0,0,0,0,0,0,0,0
2643,Depth of Extinction,55543,0,1,0,0,0,1,0,0,0,0,0
2644,Noita,52006,1,0,0,1,1,0,0,0,1,1,1
2645,Halo 4,991,1,6,6,6,1,6,6,6,6,6,6
2646,ArcheAge,6451,0,2,2,2,0,2,2,2,2,2,2
2647,Ryse: Son of Rome,3812,0,0,1,0,0,1,1,1,0,0,0
2648,NBA Live 2005,4033,0,3,3,3,0,3,3,3,3,3,3
2649,"Warhammer 40,000: Fire Warrior",9550,0,0,0,0,0,0,0,0,0,0,0
2650,Zombitatos the end of the Pc master race,31916,0,0,0,0,0,0,0,0,0,0,0
2651,Robin Hood: The Legend of Sherwood,851,0,0,0,0,0,1,0,1,0,0,0
2652,XenoRaptor,17355,0,0,1,0,0,0,1,0,0,0,0
2653,Hellfront: Honeymoon,107369,0,0,0,0,0,0,0,0,0,0,0
2654,Square Brawl,34644,0,0,0,0,0,0,0,0,0,0,0
2655,Bless Unleashed,108559,0,0,0,0,0,0,0,0,0,0,0
2656,BioShock Infinite: Burial at Sea - Episode 1,10047,0,0,0,0,0,0,0,0,0,0,0
2657,Darkness and Flame: The Dark Side,113410,1,1,0,1,1,1,0,1,1,1,1
2658,Castlevania: Lords of Shadow - Ultimate Edition,21713,0,1,0,2,0,1,0,2,2,2,2
2659,Pixel Puzzles 2: Space,35618,0,0,0,0,0,0,0,0,0,0,0
2660,Age of Empires III,299,0,0,2,2,0,0,2,2,2,2,2
2661,Chip's Challenge 1,35839,0,0,0,0,0,0,0,0,0,0,0
2662,A night with Natalie VR,111376,2,0,0,1,2,0,0,1,1,1,1
2663,Descenders,52200,0,1,0,0,0,0,0,0,0,0,0
2664,Divine Slice of Life,22215,0,0,0,0,0,0,0,0,0,0,0
2665,Poncho,14291,0,1,0,1,0,1,0,1,1,1,1
2666,Pokémon Uranium,24949,0,0,0,0,0,0,0,0,0,0,0
2667,Iconoclasts,34705,0,3,0,2,0,1,0,1,1,1,1
2668,Dark Parables: The Final Cinderella - Collector's Edition,32779,0,0,0,0,0,0,0,0,0,0,0
2669,Lords of the Black Sun,10522,1,0,2,2,1,0,2,1,2,2,2
2670,Doritos Crash Course,18041,0,0,0,0,0,0,0,0,0,0,0
2671,Du Lac & Fey: Dance of Death,76211,0,0,0,0,0,0,0,0,0,0,0
2672,Dungeon Souls,18013,0,0,0,0,0,0,0,0,0,0,0
2673,The UnderGarden,14848,0,0,0,0,0,0,0,0,0,0,0
2674,Star Sky,18015,0,0,0,0,0,0,0,0,0,0,0
2675,Winter Voices,16220,0,0,0,0,1,1,0,1,0,0,0
2676,Alien Shooter TD,26812,0,0,0,0,0,0,0,0,0,0,0
2677,Endless Memories,126265,1,0,0,1,1,0,0,0,1,1,1
2678,Snow Horse,16318,0,1,0,0,0,0,0,0,0,0,0
2679,Synthetik: Legion Rising,86395,0,1,0,1,0,0,0,0,1,1,1
2680,Insanity's Blade,24559,0,0,1,0,0,0,1,0,0,0,0
2681,Microsoft Flight Simulator 2004: A Century of Flight,712,0,0,0,0,0,0,0,0,0,0,0
2682,Blue Reflection,25708,0,1,2,1,0,2,2,2,1,1,1
2683,300 Dwarves,52354,0,0,0,0,0,0,0,0,0,0,0
2684,MMM: Murder Most Misfortunate,28425,0,0,0,0,0,0,0,0,0,0,0
2685,Measurement Problem,31167,0,0,0,0,0,0,0,0,0,0,0
2686,Train of Afterlife,35939,0,0,0,0,0,0,0,0,0,0,0
2687,Dragon's Dogma: Dark Arisen,16300,0,0,0,0,0,0,0,0,0,0,0
2688,Crystal Rift,15198,2,0,1,2,2,0,1,0,2,2,2
2689,Joe Dever's Lone Wolf: HD Remastered,25774,0,0,0,0,0,0,0,0,0,0,0
2690,Race Race Racer,126996,0,0,0,1,0,0,0,1,1,1,1
2691,Danganronpa Another ~Another Despair Academy~,143213,1,1,1,1,1,1,1,1,1,1,1
2692,Ultionus: A Tale of Petty Revenge,36408,0,0,0,0,0,0,0,0,0,0,0
2693,Tropico: Paradise Island,11029,0,1,0,1,0,1,0,0,1,1,1
2694,AvoCuddle,117839,0,0,0,0,0,0,0,0,0,0,0
2695,Nalogi 2,96899,0,0,0,0,0,0,0,0,0,0,0
2696,Time Machine VR,19048,0,1,0,2,0,0,0,0,2,2,2
2697,Fishing Planet,12731,0,0,0,0,0,0,0,0,0,0,0
2698,Day D: Tower Rush,34213,0,0,0,0,0,0,0,0,0,0,0
2699,Westboro,28296,0,0,1,1,0,0,1,0,1,1,1
2700,Dream Daddy: A Dad Dating Simulator,38045,0,0,0,0,1,0,0,0,0,0,0
2701,True Bliss,35448,0,0,0,0,0,0,0,0,0,0,0
2702,Existence speed,30985,0,0,0,0,0,0,0,0,0,0,0
2703,Space Farmers,9470,0,0,0,0,0,0,0,0,0,0,0
2704,Planet RIX-13,28760,0,0,0,0,0,0,0,0,0,0,0
2705,Slybots: Frantic Zone,17013,0,0,0,0,0,0,0,0,0,0,0
2706,Squally,111118,0,0,0,0,0,0,0,0,0,0,0
2707,Toilet Run,110488,0,0,0,0,0,0,0,0,0,0,0
2708,Forestry,29950,0,0,0,0,0,0,0,0,0,0,0
2709,Pixelpunk XL,88237,0,0,0,0,0,0,0,0,0,0,0
2710,Big Tower Tiny Square,76318,0,0,0,0,0,0,0,0,0,0,0
2711,Hotel Anatolia,29328,0,0,0,0,0,0,0,0,0,0,0
2712,Return to Krondor,8827,0,0,0,0,0,0,0,0,0,0,0
2713,The Signal From Tölva,22039,0,0,0,0,0,0,0,0,0,0,0
2714,Herolike,26785,0,1,1,1,0,1,1,2,1,1,1
2715,Agatha Christie: And Then There Were None,4663,0,2,2,2,0,2,2,2,2,2,2
2716,Cube Escape: Case 23,75127,0,0,0,0,0,0,0,0,0,0,0
2717,Al Emmo's Postcards from Anozira,35123,0,0,0,0,0,0,0,0,0,0,0
2718,Fatal Fury Special,5385,0,0,0,0,0,0,0,0,0,0,0
2719,Resident Evil 4,132181,0,0,0,0,0,0,0,0,0,0,0
2720,Raceland,81906,0,0,0,0,0,0,0,0,0,0,0
2721,Gratuitous Space Battles 2,35873,1,1,0,1,1,1,0,1,1,1,1
2722,Magical Diary: Wolf Hall,113743,0,0,0,0,0,0,0,0,0,0,0
2723,Deadly Delivery,99499,0,0,0,0,0,0,0,0,0,0,0
2724,Feminazi: 3000,59236,0,0,0,0,0,0,0,0,0,0,0
2725,Echo of the Wilds,17514,0,0,0,0,0,0,0,0,0,0,0
2726,Impossible Creatures,14551,0,0,0,0,0,0,0,0,0,0,0
2727,LoveChoice,109733,0,0,0,0,0,0,0,0,0,0,0
2728,RimWorld: Biotech,220558,0,0,0,1,0,0,0,0,1,1,1
2729,Spaceport Hope,34639,0,0,0,1,0,0,0,0,1,1,1
2730,Battle Islands,17502,0,0,0,0,0,1,0,1,0,0,0
2731,Earth 2160,8935,0,0,0,0,0,0,0,0,0,0,0
2732,Frederic: Evil Strikes Back,9845,1,0,0,0,1,0,0,0,0,0,0
2733,Call of Duty 4: Modern Warfare,623,1,5,5,5,1,5,5,5,6,6,6
2734,X-Blades,7256,0,1,0,1,0,0,0,1,1,1,1
2735,Bad Shooter 2,55284,0,0,0,0,0,0,0,0,0,0,0
2736,Qualia 3: Multi Agent,10747,1,1,0,1,1,1,0,1,1,1,1
2737,Vandal Hearts,5561,1,0,0,0,1,0,0,0,0,0,0
2738,Aentity,99590,0,0,0,0,0,0,0,0,0,0,0
2739,Jet Hero,29636,0,0,0,0,0,0,0,0,0,0,0
2740,Cursed to Golf,142358,0,0,0,0,0,0,0,0,0,0,0
2741,Song of the Deep,16998,0,0,0,0,0,0,0,0,0,0,0
2742,X-Plane 10 Global,36338,0,0,0,0,0,0,0,0,0,0,0
2743,Speaking Simulator,111351,0,0,0,0,0,0,0,0,0,0,0
2744,Scary Girl,16284,0,0,0,0,0,0,0,0,0,0,0
2745,Light Repair Team #4,33498,0,0,0,0,0,0,0,0,0,0,0
2746,Sanguine Sanctum,107916,0,0,0,0,0,0,0,0,0,0,0
2747,Stone Story RPG,56485,0,0,1,0,0,1,1,1,0,0,0
2748,Viewpoints,51715,0,0,0,0,0,0,0,0,0,0,0
2749,Not in the Groove,138851,0,0,1,1,0,1,1,1,1,1,1
2750,Black Bird,100439,0,0,0,0,0,0,0,0,0,0,0
2751,Diablo: Battle Chest,46976,1,1,1,2,1,1,1,2,2,2,2
2752,Forever Home,74608,0,0,0,0,0,0,0,0,0,0,0
2753,Rusted Warfare,70843,0,0,0,0,0,0,0,0,0,0,0
2754,The Pink Panther: Hokus Pokus Pink,8109,0,0,0,0,0,0,0,0,0,0,0
2755,Carpe Diem: Reboot,58360,0,0,0,0,0,0,0,0,0,0,0
2756,Drawn: Dark Flight - Collector's Edition,33294,0,0,0,0,0,0,0,0,0,0,0
2757,Trump Simulator 2017,29877,0,0,0,0,0,0,0,0,0,0,0
2758,MagiCat,52207,1,0,0,0,1,0,0,0,0,0,0
2759,Solo,28315,0,1,0,0,1,0,0,0,0,0,0
2760,Nioh: Complete Edition,68461,1,1,1,2,1,1,1,2,2,2,2
2761,Graviteam Tactics: Operation Star,17038,0,1,2,1,0,1,2,1,1,1,1
2762,Carnivores 2,20564,0,0,0,0,0,0,0,0,0,0,0
2763,Epic Little War Game,36715,0,0,0,0,0,0,0,0,0,0,0
2764,Arcana Heart 3: Love Max!!!!!,24608,0,0,0,0,0,0,0,0,0,0,0
2765,Ori and the Blind Forest: Definitive Edition,19456,0,0,0,0,0,0,0,0,0,0,0
2766,Apollo4x,26978,0,1,0,0,0,1,0,0,0,0,0
2767,Puzzle Agent,15995,0,0,0,1,0,0,0,1,1,1,1
2768,The Dropping of the Dead,55330,0,0,0,0,0,0,0,0,0,0,0
2769,Solar 2,6342,1,0,0,0,0,0,0,0,0,0,0
2770,Project Hospital,75855,1,1,0,1,1,1,0,1,1,1,1
2771,Pro Gamer Manager,34320,0,0,0,0,0,0,0,0,0,0,0
2772,Sleeping Dogs: Nightmare in North Point,10872,0,0,0,0,0,0,0,0,0,0,0
2773,Chocolate makes you happy 3,84074,0,0,0,0,0,0,0,0,0,0,0
2774,Skylar & Plux: Adventure on Clover Island,28066,0,0,0,0,0,0,0,0,0,0,0
2775,Shadow Dancer,6876,1,0,0,0,1,0,0,0,0,0,0
2776,Virtual Villagers 4: The Tree of Life,14976,0,1,0,1,0,1,0,1,2,2,2
2777,Age of Wonders III: Golden Realms,8863,1,0,0,0,1,0,0,1,0,0,0
2778,True Skate,29010,0,0,0,0,0,0,0,0,0,0,0
2779,Party Saboteurs,25313,0,0,0,0,0,0,0,0,0,0,0
2780,Mighty Gunvolt,28950,0,0,0,0,0,0,0,0,0,0,0
2781,Age of Gladiators,33545,0,0,0,0,0,0,0,0,0,0,0
2782,Escape First,97243,0,0,0,0,0,0,0,1,0,0,0
2783,Voxel Turf,54798,0,0,0,0,0,0,0,0,0,0,0
2784,Crash Bandicoot 4: It's About Time,135254,0,0,0,0,0,0,0,0,0,0,0
2785,Cityconomy: Service for your City,17494,0,0,0,0,0,0,0,0,0,0,0
2786,Lagoon Lounge: The Poisonous Fountain,102437,0,0,0,0,0,0,0,1,0,0,0
2787,Abomination Tower,36011,0,0,0,0,0,0,0,0,0,0,0
2788,Lunar Stone: Origin of Blood,30578,1,0,0,1,1,0,0,1,1,1,1
2789,Alien Hominid HD,20673,0,0,1,1,0,0,1,1,1,1,1
2790,Trip to Vinelands,30865,0,0,0,0,0,0,0,0,0,0,0
2791,The Way of Life: Definitive Edition,88398,0,0,0,0,0,0,0,0,0,0,0
2792,Shades of Black,36009,0,0,1,1,0,0,1,0,1,1,1
2793,Glass Masquerade 2: Illusions,109763,0,0,0,0,0,0,0,0,0,0,0
2794,Phoenix Point,27804,0,0,0,0,0,1,0,0,0,0,0
2795,TransOcean: The Shipping Company,36346,0,0,0,0,0,0,0,0,0,0,0
2796,Creepy Tale,128252,1,2,1,0,0,2,1,1,0,0,0
2797,Oakwood,112433,2,0,0,2,2,0,0,0,2,2,2
2798,Urja,36064,0,0,0,0,0,0,0,0,0,0,0
2799,Afterlife Empire,35320,0,0,0,0,0,0,0,0,0,0,0
2800,Borderlands 2: Mad Moxxi and the Wedding Day Massacre,13927,0,0,1,0,0,0,1,0,0,0,0
2801,Inevitability,36491,0,0,0,0,0,0,0,0,0,0,0
2802,Grand Theft Auto: San Andreas,732,1,4,4,4,2,4,4,4,4,4,4
2803,Conduct Deluxe!,76438,0,0,0,0,0,0,0,0,0,0,0
2804,Pony World 3,35427,0,0,0,1,0,0,0,0,1,1,1
2805,UFO: Aftermath,8928,0,0,1,1,0,0,1,0,1,1,1
2806,Cubot,36000,0,0,0,0,0,0,0,0,0,0,0
2807,Shadow Warrior Classic Redux,30156,0,0,0,0,0,0,0,0,0,0,0
2808,Radio Commander,107875,2,1,0,1,1,1,0,1,1,1,1
2809,I fell from Grace,51718,0,0,0,0,0,0,0,0,0,0,0
2810,BrickForce,18991,0,0,0,0,0,0,0,0,0,0,0
2811,Atelier Firis: The Alchemist and the Mysterious Journey,25921,0,2,1,2,0,1,1,1,2,2,2
2812,Bustories,96690,0,0,0,0,0,0,0,0,0,0,0
2813,Killer Frequency,124257,1,0,0,0,0,0,0,0,0,0,0
2814,Tukoni,141273,1,1,0,1,1,1,0,1,1,1,1
2815,We. The Revolution,27513,0,0,1,0,0,0,1,0,0,0,0
2816,Call of Duty 2,622,0,4,4,4,0,4,4,4,4,4,4
2817,Way of the Passive Fist,36780,0,1,2,1,0,0,2,1,1,1,1
2818,Seasteader,29473,1,1,0,1,1,1,0,1,1,1,1
2819,Budget Cuts,18970,0,0,0,0,0,0,0,0,0,0,0
2820,Heileen 3: New Horizons,36280,0,0,0,0,1,0,0,0,0,0,0
2821,What the Box?,23943,0,0,0,0,0,0,0,0,0,0,0
2822,Slash or Die,32538,0,0,0,0,0,0,0,0,0,0,0
2823,Dragon Bros,31970,0,0,0,0,0,0,0,0,0,0,0
2824,Age of Wonders 4,232571,1,0,0,0,1,0,0,1,0,0,0
2825,RPG Maker 2000,53528,0,0,0,0,0,0,0,0,0,0,0
2826,Undead Horde,88250,0,0,1,0,0,0,1,0,0,0,0
2827,Atelier Ayesha: The Alchemist of Dusk DX,122748,0,0,0,0,0,0,0,0,0,0,0
2828,Megamagic: Wizards of the Neon Age,25610,0,0,0,0,0,0,0,0,0,0,0
2829,Grapple Force Rena,59774,0,0,0,0,0,0,0,0,0,0,0
2830,"Love, Sam",118986,0,0,0,0,0,0,0,0,0,0,0
2831,Rusty Lake Paradise,54678,0,1,2,1,0,1,2,1,1,1,1
2832,Signal Ops,16734,0,0,0,0,0,0,0,0,0,0,0
2833,Carmageddon,626,0,2,2,2,0,2,2,2,2,2,2
2834,Crystal Crisis,101152,0,0,1,0,0,0,1,0,0,0,0
2835,Gochi-Show!,31730,0,0,0,0,0,0,0,0,0,0,0
2836,Werewolves: Haven Rising,105572,0,0,0,0,0,0,0,0,0,0,0
2837,AirMech: Wastelands,54816,0,0,0,0,0,0,0,0,0,0,0
2838,Fortnite: Season 3,129877,0,0,0,1,0,0,0,0,1,1,1
2839,1849,6761,2,0,1,0,2,0,1,0,0,0,0
2840,Mount Wingsuit,32082,0,0,0,0,0,0,0,0,0,0,0
2841,The Next Big Thing,10958,0,0,0,0,0,0,0,0,0,0,0
2842,Unishroom,116816,0,0,0,0,0,0,0,0,0,0,0
2843,Incredible Dracula: Chasing Love - Collector's Edition,33703,0,0,0,0,0,0,0,0,0,0,0
2844,Battles of Norghan,31233,0,0,0,0,0,0,0,0,0,0,0
2845,Just Cause 2,558,2,2,2,2,2,2,2,2,2,2,2
2846,Tiny Troopers,11619,0,0,0,0,0,0,0,0,0,0,0
2847,Nairi: Tower of Shirin,57192,0,0,0,1,0,0,0,0,1,1,1
2848,Wylde Flowers,191747,0,0,0,0,0,0,0,0,0,0,0
2849,Take Thy Throne,32819,0,0,0,0,0,0,0,0,0,0,0
2850,Ashes of the Singularity: Escalation,25741,0,0,1,0,0,2,1,2,0,0,0
2851,MU Online,26359,0,2,3,2,1,2,3,2,2,2,2
2852,eXceed 2nd: Vampire REX,9291,0,0,0,0,0,0,0,0,0,0,0
2853,Cosmonautica,11369,0,0,0,0,0,0,0,0,0,0,0
2854,Choppa,30565,0,1,1,1,0,1,1,1,1,1,1
2855,The Next World,18214,0,0,1,0,0,0,1,0,0,0,0
2856,Braveland Pirate,34737,0,1,0,0,1,0,0,1,0,0,0
2857,Tilt Brush,36215,0,0,0,0,0,0,0,0,0,0,0
2858,Next Stop 2,30906,0,0,0,0,0,0,0,0,0,0,0
2859,Redshift Blueshift,35314,0,0,0,0,0,0,0,0,0,0,0
2860,Bejeweled Deluxe,27819,1,3,1,3,1,3,1,3,3,3,3
2861,Sega Bass Fishing,5147,0,0,0,0,0,0,0,0,0,0,0
2862,Battlefield 4: Final Stand,3096,1,0,0,0,1,0,0,0,0,0,0
2863,Train Bandit,68514,0,0,0,0,0,0,0,0,0,0,0
2864,Cylne,35831,0,0,0,0,0,0,0,0,0,0,0
2865,Follia: Dear Father,118671,2,0,1,1,2,0,1,1,1,1,1
2866,Grand Theft Auto V: Premium Online Edition & Whale Shark Card Bundle,93901,0,0,0,1,1,0,0,1,1,1,1
2867,Catz,81538,0,2,1,2,0,1,1,1,2,2,2
2868,"Cook, Serve, Delicious!",11238,0,0,0,0,0,0,0,0,0,0,0
2869,Sid Meier's SimGolf,869,0,0,0,0,0,0,0,0,0,0,0
2870,Nancy Drew: Danger on Deception Island,10580,0,0,0,0,0,0,0,0,0,0,0
2871,Bubsy: Paws on Fire!,111558,0,0,0,0,0,0,0,0,0,0,0
2872,Q*bert,100023,0,0,0,0,0,0,0,0,0,0,0
2873,The Long Reach,41812,0,1,1,1,0,2,1,3,1,1,1
2874,The Master,81625,0,0,0,0,0,0,0,0,0,0,0
2875,Trivia Vault: Super Heroes Trivia 2,55748,0,0,0,0,0,0,0,0,0,0,0
2876,Age of Wonders II: The Wizard's Throne,590,3,1,2,2,2,1,2,2,2,2,2
2877,Quar: Battle for Gate 18,33649,0,0,0,0,0,0,0,0,0,0,0
2878,Speed Dating for Ghosts,75799,0,0,1,1,1,0,1,1,1,1,1
2879,Alien: Isolation - The Collection,82374,0,0,0,0,0,0,0,0,0,0,0
2880,Metropolis: Lux Obscura,68442,0,0,0,0,0,0,0,0,0,0,0
2881,DreadOut,11712,1,0,0,0,1,0,0,0,0,0,0
2882,A Fine Mess,86753,0,0,0,0,0,0,0,0,0,0,0
2883,Touhou Fuujinroku: Mountain of Faith,27167,1,5,5,5,1,5,5,5,5,5,5
2884,BioShock,20,1,5,5,5,0,6,5,6,5,5,5
2885,Vinemon: Sauce Edition,201897,0,0,0,0,0,0,0,0,0,0,0
2886,Sonic Robo Blast 2,95508,0,0,0,0,0,0,0,0,0,0,0
2887,The Eigengrau Menagerie,90480,0,0,0,0,0,0,0,0,0,0,0
2888,Knights of Pen and Paper +1 Edition,2934,1,0,0,0,0,0,0,0,0,0,0
2889,The Castle Doctrine,16651,0,0,0,0,0,0,0,0,0,0,0
2890,VideoBall,19607,0,0,1,0,0,1,1,1,0,0,0
2891,The Settlers II: 10th Anniversary,3699,0,0,0,0,0,1,0,0,0,0,0
2892,Toy Story 3: The Video Game,5240,0,1,1,1,1,0,1,1,1,1,1
2893,Roaming Fortress,17841,0,0,0,0,0,0,0,0,0,0,0
2894,Dub Dash,19977,0,1,0,1,0,1,0,1,1,1,1
2895,The Witcher: Adventure Game,8765,0,0,0,0,0,0,0,0,0,0,0
2896,Command: Modern Operations,123352,0,0,0,0,0,0,0,0,0,0,0
2897,Serment - Contract with a Devil,38756,0,0,0,0,0,0,0,0,0,0,0
2898,Anki,54737,0,0,0,0,0,0,0,0,0,0,0
2899,Thorne - Death Merchants,33265,0,0,0,0,0,0,0,0,0,0,0
2900,Angry Birds,2035,0,0,0,0,0,0,0,0,0,0,0
2901,Dungeon Siege: Legends of Aranna,9271,0,0,0,0,0,0,0,0,0,0,0
2902,Drug Wars,14945,0,0,0,0,0,0,0,0,0,0,0
2903,Vangers,8830,0,0,0,0,0,0,0,0,0,0,0
2904,Hitman: Blood Money,1048,0,3,3,3,0,2,3,2,3,3,3
2905,Eschalon: Book III,8208,0,0,0,0,0,0,0,0,0,0,0
2906,Champions Online,8583,0,1,1,1,0,1,1,1,1,1,1
2907,Erica,75240,0,1,1,1,0,1,1,1,1,1,1
2908,CDF Ghostship,16844,0,0,0,0,0,0,0,0,0,0,0
2909,Climb With Wheelbarrow,120724,0,0,0,0,0,0,0,0,0,0,0
2910,My Bones,34789,0,0,0,0,0,0,0,0,0,0,0
2911,Cars Toon,36249,0,0,0,0,0,0,0,0,0,0,0
2912,Happy Campers,29292,0,0,0,0,0,0,0,0,0,0,0
