,name,id,cv_gt,cv_gk,cv_tk,cv_gtk,tv_gt,tv_gk,tv_tk,tv_gtk,cv_gtkn,cv_gtky,cv_gtkd
17250,Waltz of the Wizard,33680,0,0,0,0,0,0,0,0,0,0,0
17251,Dokuro,17734,0,0,0,0,0,0,0,0,0,0,0
17252,North,20393,0,0,0,0,0,0,0,0,0,0,0
17253,Princess Remedy: In A Heap of Trouble,31463,0,1,1,2,0,0,1,0,2,2,2
17254,TransPlan,13663,0,0,0,0,0,0,0,0,0,0,0
17255,Karmasutra,51474,0,0,0,0,0,0,0,0,0,0,0
17256,Trek to Yomi,152203,0,0,0,0,0,0,0,0,0,0,0
17257,The Adventure Pals,22359,1,2,0,0,1,2,0,0,0,0,0
17258,Curious George,3867,0,0,1,1,0,0,1,1,1,1,1
17259,Pro Pinball Ultra,36376,0,0,0,0,0,0,0,0,0,0,0
17260,Pat & Mat,16210,0,0,0,0,0,0,0,0,0,0,0
17261,"Warhammer 40,000: Inquisitor - Martyr",11364,0,4,0,2,0,4,0,0,2,2,2
17262,Anamorphine,27873,0,1,1,1,0,1,1,1,0,1,1
17263,Desecration of Wings,86305,0,0,0,0,0,0,0,0,0,0,0
17264,Touhou: Scarlet Curiosity,24462,0,3,3,3,0,3,3,3,3,3,3
17265,Prince of Persia Trilogy,44706,0,0,0,0,0,0,0,0,0,0,0
17266,Joe Danger 2: The Movie,11241,0,2,2,2,0,2,2,2,1,1,1
17267,Badland: Game of the Year Edition,20042,0,1,1,0,0,1,1,0,0,0,0
17268,Sky to Fly: Soulless Leviathan,33143,0,0,0,0,0,0,0,0,0,0,0
17269,Bubble People,173265,1,0,0,0,0,0,0,0,0,0,0
17270,The I of the Dragon,17093,0,0,1,0,0,0,1,0,0,0,0
17271,Sturmwind Ex,123738,0,0,0,0,0,0,0,0,0,0,0
17272,Super Dungeon Tactics,26579,0,0,0,0,0,0,0,0,0,0,0
17273,Spider-Man: Shattered Dimensions,553,0,1,1,1,0,1,1,2,1,1,1
17274,Sacred 2 Gold,28234,0,1,0,1,0,1,0,2,1,1,1
17275,Witch-Bot Meglilo,33652,0,0,0,0,0,0,0,0,0,0,0
17276,Monster Truck Madness,6513,0,0,0,0,0,0,0,0,0,0,0
17277,Anicon: Animal Complex - Cat's Path,32031,0,0,0,0,0,0,0,0,0,0,0
17278,Super Killer Hornet: Resurrection,10932,0,0,0,0,0,0,0,0,0,0,0
17279,Warrior Kings: Battles,24179,0,0,0,0,0,0,0,1,0,0,0
17280,Professor Watts: Memory Match,50760,0,0,0,0,0,0,0,0,0,0,0
17281,World Truck Racing,9364,0,0,0,1,0,0,0,1,1,1,1
17282,D4: Dark Dreams Don't Die - Season 1,4758,0,1,1,1,0,3,1,3,1,1,1
17283,Metrocide,8757,0,0,0,0,0,1,0,1,0,0,0
17284,Social Interaction Trainer,31531,0,0,0,0,0,0,0,0,0,0,0
17285,Titan Slayer,28324,0,0,0,0,0,0,0,0,0,0,0
17286,Zen Garden,25980,0,0,1,0,0,0,1,0,0,0,0
17287,Cube Escape: Theatre,75130,1,1,0,1,1,1,0,1,1,1,1
17288,Bayonetta,2136,0,1,0,1,0,1,0,1,1,1,1
17289,Simon the Sorcerer,459,1,1,1,1,2,3,1,3,1,1,1
17290,Merchant of the Skies,116056,0,1,0,0,0,0,0,0,0,0,0
17291,Space Incident,31458,0,0,0,0,0,0,0,0,0,0,0
17292,Saints Row,165346,0,1,1,0,0,2,1,2,0,0,0
17293,Axis Football 2016,32085,0,0,0,0,0,0,0,0,0,0,0
17294,Crazy Taxi 3: High Roller,1807,0,0,2,0,1,0,2,0,1,0,0
17295,The Dark Eye : Book of Heroes,121904,0,0,0,0,0,0,0,0,0,0,0
17296,A Tale in the Desert,23701,0,0,1,1,0,0,1,1,1,1,1
17297,Agricultural Simulator 2011: Extended Edition,28720,0,0,0,0,0,0,0,0,0,0,0
17298,Airline Tycoon 2,9958,1,1,1,1,1,0,1,1,1,1,1
17299,Hearts of Iron III,741,0,2,2,2,0,2,2,2,3,3,3
17300,Test Drive Unlimited,7215,1,4,4,4,0,4,4,4,4,4,4
17301,Fireboy & Watergirl: Elements,113679,0,0,0,0,0,0,0,0,0,0,0
17302,LocoSoccer,34601,0,0,0,0,0,0,0,0,0,0,0
17303,"Borderlands 3: Guns, Love and Tentacles - The Marriage of Wainwright & Hammerlock",131784,0,0,0,0,0,0,0,0,0,0,0
17304,Super Turbo Demon Busters!,74860,0,0,0,0,0,0,0,0,0,0,0
17305,Heroes of Might and Magic II: The Succession Wars,363,1,1,1,1,1,1,1,1,1,1,1
17306,Vertiginous Golf,16956,0,0,0,0,0,0,0,0,0,0,0
17307,Grand Guilds,109774,0,0,0,0,0,0,0,0,0,0,0
17308,Little Mouse's Encyclopedia,114498,0,0,0,0,0,0,0,0,0,0,0
17309,Street Fighter X Tekken,1065,0,2,2,2,0,1,2,1,2,2,2
17310,Pongo,35298,0,0,0,0,0,0,0,0,0,0,0
17311,Dabman: When the Haters Dab Back,104936,0,0,0,0,0,0,0,0,0,0,0
17312,Pixel Puzzles Mosaics,28746,0,0,0,0,0,0,0,0,0,0,0
17313,Super Hydorah,26975,0,0,0,1,0,0,0,0,1,1,1
17314,Assassin's Creed Valhalla: The Siege of Paris,140175,1,0,0,0,1,0,0,0,0,0,0
17315,A-Train 8,9991,0,0,0,0,0,0,0,0,0,0,0
17316,Shaun White Skateboarding,5151,1,0,0,0,0,0,0,0,0,0,0
17317,Sega Rally 2,1572,0,0,0,0,0,0,0,0,0,0,0
17318,Littlewitch Romanesque: Editio Regia,35757,0,0,0,0,0,0,0,0,0,0,0
17319,Dustbowl,35306,0,1,1,0,0,1,1,1,0,0,0
17320,It's A Wipe!,17982,0,0,0,0,0,0,0,1,0,0,0
17321,Golf It!,30099,0,0,0,0,0,0,0,0,0,0,0
17322,Forza Horizon 5,141503,1,0,1,2,1,0,1,2,2,2,2
17323,Road Redemption,11602,0,0,0,0,0,1,0,1,0,0,0
17324,Asteroid Blaster VR,31134,0,0,0,0,0,0,0,0,0,0,0
17325,Silver Creek Falls: Chapter 2,34429,0,0,0,0,0,0,0,0,0,0,0
17326,Ziro,9298,0,0,0,0,0,1,0,1,0,0,0
17327,Lucy: The Eternity She Wished For,19897,0,0,0,0,0,0,0,0,0,0,0
17328,The Sims 4: Journey to Batuu,137294,0,0,0,0,0,0,0,0,0,0,0
17329,Batbarian: Testament of the Primordials,139177,0,0,0,1,0,0,0,0,1,1,1
17330,Jagged Alliance 3,72767,0,1,0,1,0,1,0,1,1,1,1
17331,Bermuda,36048,0,0,0,0,0,0,0,0,0,0,0
17332,Block Survival: Legend of the Lost Islands,37041,0,0,0,0,0,0,0,0,0,0,0
17333,The Da Vinci Code,5797,0,0,0,0,0,0,0,0,0,0,0
17334,Rule with an Iron Fish,55122,0,0,0,0,0,0,0,0,0,0,0
17335,The Agony,30028,0,0,0,0,0,0,0,0,0,0,0
17336,Signal Simulator,99625,0,0,0,0,0,0,0,0,0,0,0
17337,There's Poop In My Soup,33315,0,0,0,0,0,0,0,0,0,0,0
17338,AntharioN,17227,0,0,0,0,0,0,0,0,0,0,0
17339,Shantae and the Seven Sirens,116589,0,0,0,0,0,0,0,0,0,0,0
17340,Civil War: 1861,31043,0,0,0,0,0,0,0,0,0,0,0
17341,Rhiannon: Curse of the Four Branches,17349,1,1,0,2,0,1,0,1,2,2,2
17342,Anachronox,5622,1,0,0,0,1,1,0,1,0,0,0
17343,Natural Locomotion,95172,0,0,0,0,0,0,0,0,0,0,0
17344,Space Battlecruiser,99047,0,0,0,0,0,0,0,0,0,0,0
17345,Impact Winter,26145,1,2,0,2,1,1,0,1,2,2,2
17346,Propaganda Llama,111476,0,0,0,0,0,0,0,0,0,0,0
17347,Quiz Time,88558,1,0,0,1,1,0,0,1,1,1,1
17348,Splody,32704,1,0,1,1,1,0,1,1,1,1,1
17349,Angry Video Game Nerd I & II Deluxe,114146,0,0,0,0,0,0,0,0,0,0,0
17350,Burokku Girls,33525,0,0,0,0,0,0,0,0,0,0,0
17351,Psebay,43063,0,0,0,0,0,0,0,0,0,0,0
17352,Have a Nice Death,185241,1,0,0,1,1,0,0,1,1,1,1
17353,Zero Gear,14920,0,0,0,0,0,0,0,0,0,0,0
17354,Paradise Killer,127816,0,0,0,0,0,0,0,0,0,0,0
17355,Verdant Skies,58409,0,1,0,1,0,0,0,0,1,1,1
17356,Midnight Mysteries 3: Devil on the Mississippi,10547,0,1,1,1,0,2,1,1,1,1,1
17357,Shock Troopers: 2nd Squad,32778,0,0,0,0,0,0,0,0,0,0,0
17358,Atelier Rorona: The Alchemist of Arland DX,105031,0,1,0,0,0,1,0,1,0,0,0
17359,Timespinner,28952,1,0,0,0,1,0,0,0,0,0,0
17360,Albert and Otto: The Adventure Begins,13223,0,0,0,1,0,0,0,0,2,1,1
17361,Armed Seven,35769,0,0,0,0,0,0,0,0,0,0,0
17362,Eleven: Table Tennis VR,32889,0,0,0,0,0,0,0,0,0,0,0
17363,Northgard,18918,0,0,0,0,0,0,0,0,0,0,0
17364,Devolver Bootleg,119315,0,0,0,0,0,0,0,0,0,0,0
17365,Pe-2: Dive Bomber,17672,0,0,0,0,0,0,0,0,0,0,0
17366,Fallout 4: Automatron,18029,1,1,1,1,0,0,1,0,1,1,1
17367,Ant War: Domination,34395,1,1,0,1,1,1,0,1,1,1,1
17368,City Bus Simulator: New York,10594,0,0,0,0,0,0,0,0,0,0,0
17369,Karateka,27551,0,0,0,0,0,0,0,0,0,0,0
17370,Paintball 707,30321,0,0,0,0,0,0,0,0,0,0,0
17371,Mystery Case Files: Dire Grove,5514,0,0,0,0,0,0,0,0,0,0,0
17372,Logistical,29933,0,0,0,0,0,0,0,0,0,0,0
17373,Forex Trading Master: Simulator,111000,1,1,0,1,1,1,0,1,1,1,1
17374,DriftOn,129053,0,0,0,1,0,0,0,1,1,1,1
17375,Suicide Guy,51467,0,0,0,0,0,0,0,0,0,0,0
17376,Escape: Close Call,19035,0,0,0,0,0,0,0,0,0,0,0
17377,Before the Echo,9780,0,0,0,0,1,0,0,0,0,0,0
17378,Corrosion: Cold Winter Waiting - Enhanced Edition,35752,0,0,0,0,0,0,0,0,0,0,0
17379,Valhalla Hills,12080,0,0,0,0,0,0,0,0,0,0,0
17380,Battlefield: Bad Company 2 Vietnam,607,0,0,0,0,0,0,0,0,0,0,0
17381,Super Lovely Planet,27321,0,0,0,0,0,0,0,0,0,0,0
17382,Conflict of Heroes: Awakening the Bear,31861,0,0,0,0,0,0,0,0,0,0,0
17383,No Time to Explain: Remastered,35289,0,0,0,0,0,0,0,0,0,0,0
17384,Resident Evil 6,1082,1,2,2,2,0,3,2,3,2,2,2
17385,Nancy Drew: The Shattered Medallion,29926,0,2,3,2,0,3,3,3,2,2,2
17386,NASCAR Heat 2,28829,0,2,3,2,0,2,3,2,2,2,2
17387,Independence Day,19789,0,1,2,1,0,1,2,1,1,1,1
17388,Shift Quantum,56678,0,0,0,0,0,0,0,0,0,0,0
17389,Lost in a Forest,35895,0,0,0,0,0,0,0,0,0,0,0
17390,The Binding of Isaac: Repentance,109241,0,0,0,0,0,0,0,0,0,0,0
17391,Word Typing Game,95205,0,0,0,0,0,0,0,0,0,0,0
17392,Rayman 3: Hoodlum Havoc,1966,0,0,0,0,0,0,0,0,0,0,0
17393,Super Sports Surgery,40843,0,0,0,0,0,0,0,0,0,0,0
17394,Heroes Over Europe,7008,0,0,0,0,0,0,0,0,0,0,0
17395,Tank Battle: 1944,34600,0,0,0,0,0,0,0,0,0,0,0
17396,Survival Vacancy,126356,1,1,0,1,1,1,0,1,1,1,1
17397,Hotel R'n'R,114322,0,0,0,0,0,0,0,0,0,0,0
17398,King of the Monsters,6800,0,1,0,1,0,1,0,1,1,1,1
17399,Tomb of Tyrants,36008,0,0,0,0,0,0,0,0,0,0,0
17400,FAR: Changing Tides,152259,0,0,0,0,0,0,0,1,0,0,0
17401,Death Stranding,19564,0,0,1,1,0,1,1,1,1,1,1
17402,Run or Die,14721,0,0,0,0,0,0,0,0,0,0,0
17403,Unstoppable Gorg,1057,0,0,0,0,0,0,0,0,0,0,0
17404,Geneforge 4: Rebellion,8369,0,0,0,0,0,0,0,0,0,0,0
17405,ViKubb,124187,0,0,0,0,0,0,0,0,0,0,0
17406,Firewatch,9730,0,2,2,2,0,2,2,2,2,2,2
17407,Colin McRae Rally 04,641,1,1,1,1,1,1,1,1,1,1,1
17408,The Sims 3: Fast Lane Stuff,13118,0,0,0,0,1,0,0,0,0,0,0
17409,Chuchel,57263,0,1,0,0,0,1,0,0,0,0,0
17410,"What the Heck, Dude?",30662,0,0,0,0,0,0,0,0,0,0,0
17411,Command & Conquer Remastered Collection,112104,0,0,0,0,0,0,0,1,0,0,0
17412,Airport Madness 4,34816,0,0,0,0,0,0,0,0,0,0,0
17413,King Arthur: The Role-Playing Wargame,2038,0,0,0,0,0,0,0,0,0,0,0
17414,Shooty Fruity,54700,0,1,0,0,0,0,0,0,0,0,0
17415,Underground Blossom,246917,0,1,0,1,0,1,0,0,1,1,1
17416,Virtual Escape: The Play Room,31477,0,0,0,0,0,0,0,0,0,0,0
17417,Light Fall,36620,0,1,0,1,0,0,0,0,1,0,0
17418,Halo Wars 2,11570,0,0,0,0,0,2,0,2,1,1,1
17419,Goose Goose Duck,144442,0,0,0,0,0,0,0,0,0,0,0
17420,An Imp? A Fiend!,35635,0,0,0,0,0,0,0,0,0,0,0
17421,MochiMochi,107533,0,0,0,0,0,0,0,0,0,0,0
17422,Box Align,86312,0,0,0,0,0,0,0,0,0,0,0
17423,Tempest 2000,9791,0,0,0,0,0,0,0,0,0,0,0
17424,Lost Judgment,146851,0,1,1,1,0,1,1,2,1,1,1
17425,Dezatopia,125617,0,0,0,0,0,0,0,0,0,0,0
17426,Cargo 3,17752,0,0,0,0,0,0,0,0,0,0,0
17427,Head Soccer,87430,0,0,0,0,0,0,0,0,0,0,0
17428,Konung III: Ties of the Dynasty,13162,0,0,0,0,0,0,0,0,0,0,0
17429,Quad Hopping,54887,0,1,0,0,0,1,0,1,0,0,0
17430,Virtua Cop 2,2470,0,2,2,2,0,3,2,2,1,1,1
17431,Paw Patrol: On a Roll!,89074,1,0,0,0,1,0,0,0,0,0,0
17432,Star Wars: The Force Unleashed - Tatooine Mission Pack,17475,0,0,0,0,0,0,0,0,0,0,0
17433,VR Stock Car Racers,83558,0,0,0,1,0,0,0,1,1,1,1
17434,Blonde Driver,96435,0,0,0,0,0,0,0,0,0,0,0
17435,Rocket League,11198,0,2,2,2,0,1,2,2,2,2,2
17436,Along the Edge,32136,0,0,1,0,0,0,1,0,0,0,0
17437,Call of Cthulhu,9176,0,0,0,0,0,0,0,0,0,0,0
17438,Fool!,118345,0,0,0,0,0,0,0,0,0,0,0
17439,Indiana Jones and the Infernal Machine,188,0,0,0,0,0,0,0,0,0,0,0
17440,Omnibus,19871,0,0,0,0,0,0,0,0,0,0,0
17441,Max & the Magic Marker,5000,0,0,0,0,0,0,0,0,0,0,0
17442,The Great Ace Attorney: Adventures,76244,0,0,0,0,0,0,0,0,0,0,0
17443,Brick Stack VR,32128,0,0,0,0,0,0,0,0,0,0,0
17444,Door to Door,34244,0,0,0,0,0,0,0,0,0,0,0
17445,Cue Club 2,35340,0,0,0,0,0,0,0,0,0,0,0
17446,Butcher,24839,1,0,0,0,1,0,0,0,0,0,0
17447,Hellsplit: Arena,117599,0,0,0,0,0,0,0,0,0,0,0
17448,Kinacoustic,33093,0,0,0,0,0,1,0,1,0,0,0
17449,InfiniPicross,54690,0,0,0,0,0,0,0,0,0,0,0
17450,Cabela's Outdoor Adventures,3844,1,0,0,1,0,0,0,0,1,1,1
17451,Strikers Edge,22375,0,0,0,0,1,0,0,0,0,0,0
17452,Dark Scavenger,8428,0,0,0,0,0,0,0,0,0,0,0
17453,Layers of Fear,204363,0,0,0,0,0,0,0,0,0,0,0
17454,Forsaken,718,0,2,2,2,0,1,2,1,2,2,2
17455,Outrage,33144,0,0,0,0,0,0,0,0,0,0,0
17456,Magic: The Gathering - Battlegrounds,5907,1,0,0,2,1,0,0,1,2,2,2
17457,Cogito,30774,1,0,0,1,1,0,0,1,1,1,1
17458,Dusk,25260,0,0,0,0,0,1,0,1,0,0,0
17459,The Last Tinker: City of Colors,2346,0,0,0,1,0,0,0,1,1,1,1
17460,Stop Santa - Tower Defense,76275,0,0,0,0,0,0,0,0,0,0,0
17461,King's Guard TD,32750,0,0,0,0,0,0,0,0,0,0,0
17462,Interstellaria,9044,0,0,0,0,0,0,0,0,0,0,0
17463,Clickr,10095,0,0,0,0,0,0,0,0,0,0,0
17464,Pawnbarian,122743,0,0,0,0,0,0,0,0,0,0,0
17465,Knights and Merchants: The Shattered Kingdom,3067,0,1,1,1,0,1,1,2,1,1,1
17466,Windlands 2,96542,0,0,0,0,0,0,0,0,0,0,0
17467,Human Simulator,128246,0,0,0,0,0,0,0,0,0,0,0
17468,The White Chamber,79408,0,0,0,1,0,0,0,2,1,1,1
17469,Red Orchestra: Ostfront 41-45,9409,0,2,2,2,0,2,2,2,2,2,2
17470,Planet Crafter,143574,1,0,1,1,1,1,1,2,1,1,1
17471,Oddworld: Stranger's Wrath,1002,1,1,0,0,0,0,0,0,0,0,0
17472,Dispersio,26489,0,0,0,0,0,0,0,0,0,0,0
17473,The Superfluous,31953,0,0,0,0,0,0,0,0,0,0,0
17474,Elisa: the Innkeeper,29916,0,0,0,0,0,0,0,0,0,0,0
17475,Serious Sam's Bogus Detour,36390,0,0,0,0,0,0,0,0,0,0,0
17476,Gahkthun of the Golden Lightning: Steam Edition,33106,0,0,0,0,0,0,0,0,0,0,0
17477,King Kaiju,25924,0,0,0,0,0,0,0,0,0,0,0
17478,The Fan,30114,0,0,0,0,0,0,0,0,0,0,0
17479,Card Brawl,113712,0,0,0,0,0,0,0,0,0,0,0
17480,ARMA: Gold Edition,27937,0,0,2,1,0,0,2,1,1,1,1
17481,Darkstone,660,0,0,0,0,0,0,0,0,0,0,0
17482,Final Fantasy VII Remake Intergrade,144024,1,0,0,1,0,0,0,0,1,1,1
17483,Warlords Battlecry II,9833,1,1,1,1,1,1,1,1,1,1,1
17484,Draft Day Sports: Pro Football 2018,83565,0,0,0,0,0,0,0,0,0,0,0
17485,Frozen Synapse 2,18435,0,0,0,0,0,0,0,0,0,0,0
17486,Atonement: Scourge of Time,9989,0,0,0,0,0,0,0,0,0,0,0
17487,Spellsword Cards: Demontide,115679,1,1,1,1,0,0,1,1,1,1,1
17488,Hybris: Pulse of Ruin,103599,0,0,0,0,0,0,0,0,0,0,0
17489,Democracy 4,109483,0,0,0,0,0,0,0,0,0,0,0
17490,Indie Game Sim,26552,0,0,0,0,0,0,0,0,0,0,0
17491,Three Digits,24037,0,0,0,0,0,0,0,0,0,0,0
17492,One Piece: Pirate Warriors 4,120436,1,1,0,1,1,1,0,1,1,1,1
17493,Centipede,2237,0,0,0,0,0,0,0,0,0,0,0
17494,Super Mega Neo Pug,32683,0,0,0,0,0,0,0,0,0,0,0
17495,NASCAR 15: Victory Edition,83881,1,0,0,0,1,0,0,0,0,0,0
17496,Sid Meier's Civilization IV: Colonization,4228,3,2,2,2,3,2,2,2,2,2,2
17497,Fidget Spinner,41921,0,0,0,0,0,0,0,0,0,0,0
17498,Hyperspeed,35801,1,0,0,1,1,0,0,1,1,1,1
17499,Quest of Dungeons,16932,0,0,0,0,0,0,0,0,0,0,0
17500,Our Love Will Grow,33946,1,1,0,1,1,1,0,1,1,1,1
17501,Legend of Cenama,120818,0,0,0,0,0,0,0,0,0,0,0
17502,Wings Over Europe: Cold War Gone Hot,23120,0,0,0,0,0,0,0,0,0,0,0
17503,Blood Bowl: Legendary Edition,10055,0,0,0,0,0,1,0,1,0,0,0
17504,Soko Loco Deluxe,115328,1,1,0,1,1,1,0,1,1,1,1
17505,"Marvel's Midnight Suns: The Good, The Bad, and The Undead",232424,1,1,0,1,1,1,0,1,1,1,1
17506,Space Pilgrim Academy: Year 3,109399,0,0,0,0,0,0,0,0,0,0,0
17507,American Patriots: Boston Tea Party,55741,0,0,0,0,0,0,0,0,0,0,0
17508,Run!ZombieFoods!,51425,0,0,0,0,0,0,0,0,0,0,0
17509,iBomber Attack,9289,0,0,0,0,0,0,0,0,0,0,0
17510,Scorn,19817,0,0,0,1,0,0,0,0,1,1,1
17511,Evil West,141547,0,0,1,0,0,0,1,0,0,0,0
17512,Manipulated,28109,0,0,0,0,0,0,0,0,0,0,0
17513,Murder by Numbers,123902,0,0,0,0,0,0,0,0,0,0,0
17514,Decay of Logos,56510,0,1,0,1,0,0,0,0,0,0,0
17515,Hacker Evolution,1023,0,1,1,1,0,1,1,1,1,1,1
17516,Swarmrider Omega,67901,0,0,0,0,0,0,0,0,0,0,0
17517,Carrier Command: Gaea Mission,6934,0,0,0,0,0,0,0,0,0,0,0
17518,World Boxing Manager,30292,0,1,1,1,0,1,1,1,1,1,1
17519,One Day in London,32931,0,0,0,0,0,0,0,0,0,0,0
17520,OTTTD,10646,0,0,0,0,0,0,0,0,0,0,0
17521,Guild Wars,234,0,2,2,2,0,2,2,2,2,2,2
17522,Constant C,16670,0,0,0,0,0,0,0,0,0,0,0
17523,Sniper Elite III: Ultimate Edition,21663,1,0,1,0,0,0,1,0,0,0,0
17524,VCB: Why City 4k,116467,0,0,0,0,0,0,0,0,0,0,0
17525,The Finals,214417,0,2,2,2,1,2,2,2,2,2,2
17526,112 Operator,115270,0,0,0,0,0,0,0,0,0,0,0
17527,Exodus from the Earth,14858,1,0,0,0,1,0,0,0,0,0,0
17528,Roarr!,96870,0,0,0,0,0,0,0,0,0,0,0
17529,Horizon Zero Dawn: The Frozen Wilds,37083,0,0,0,1,0,0,0,1,1,1,1
17530,Exodus,17643,0,0,0,0,0,0,0,0,0,0,0
17531,Glittermitten Grove,26628,0,0,0,0,0,0,0,0,0,0,0
17532,Droid Assault,9704,0,0,0,0,0,0,0,0,0,0,0
17533,Petz: Horsez 2,15817,0,0,0,0,0,0,0,0,0,0,0
17534,Battlewake,118306,0,0,0,0,0,0,0,0,0,0,0
17535,Onirim: Solitaire Card Game,52282,0,0,0,0,0,0,0,0,0,0,0
17536,Black Sails: The Ghost Ship,12692,0,0,0,0,0,0,0,0,0,0,0
17537,Disciples: Sacred Lands,6541,0,1,0,0,0,1,0,0,0,0,0
17538,Metro: Last Light - Tower Pack,128648,0,0,0,0,0,0,0,0,0,0,0
17539,Danger Gazers,115972,1,1,0,1,1,1,0,1,1,1,1
17540,Sid Meier's Civilization,902,0,1,1,2,0,1,1,2,2,2,2
17541,Pid,1892,0,0,0,0,1,0,0,0,0,0,0
17542,Deltarune: Chapter 2,170777,0,0,0,0,0,0,0,0,0,0,0
17543,"The Narrator is a Dick: Longer, Harder, and Uncut",132196,0,0,0,0,0,0,0,0,0,0,0
17544,Hell Let Loose,32365,0,2,2,2,1,2,2,2,2,2,2
17545,Velocity 2X,8467,0,0,0,0,0,0,0,0,0,0,0
17546,Cities: Skylines - After Dark,16604,1,1,1,1,1,1,1,1,1,1,1
17547,Season Match 3: Curse of the Witch Crow,17789,0,0,0,0,0,0,0,0,0,0,0
17548,The Last Crown: Midnight Horror,17206,0,0,1,1,0,0,1,1,1,1,1
17549,Tennis in the Face,19497,0,0,0,0,0,0,0,0,0,0,0
17550,Emily Wants to Play,16302,0,0,0,0,0,0,0,0,0,0,0
17551,Apotheon,9016,0,0,0,0,0,0,0,0,0,0,0
17552,Star Wars Battlefront,2113,0,2,1,2,0,0,1,0,2,2,2
17553,Championship Manager: Season 99/00,18872,0,0,0,0,0,0,0,0,0,0,0
17554,Plush,24629,0,0,0,0,0,0,0,0,0,0,0
17555,Dragon Age II: Legacy,21664,0,0,0,0,0,0,0,0,0,0,0
17556,Damascus Gear: Operation Tokyo HD,55532,0,0,0,0,0,0,0,0,0,0,0
17557,The Great Gatsby: Secret Treasure,28589,0,0,0,0,0,0,0,0,0,0,0
17558,Hexcells,9603,0,2,2,2,0,2,2,2,2,2,2
17559,Oceanhorn: Monster of Uncharted Seas,18975,2,0,0,0,2,0,0,0,0,0,0
17560,Drakensang: The River of Time,8769,0,1,1,1,0,1,1,1,1,1,1
17561,Mars Odyssey,32929,0,0,0,0,0,0,0,0,0,0,0
17562,New York Mysteries: High Voltage,34697,1,1,0,1,1,1,0,1,1,1,1
17563,Kingdom Wars 2: Battles,16691,1,0,1,0,0,1,1,0,0,0,0
17564,Everyday Golf VR,40504,0,0,0,0,0,0,0,0,0,0,0
17565,Heroes of Might and Magic IV,367,1,3,3,2,0,2,3,2,2,2,2
17566,Meet the Robinsons,3884,0,0,0,0,0,1,0,0,0,0,0
17567,Inside My Radio,35535,0,0,0,0,0,0,0,0,0,0,0
17568,A Light in the Dark,87686,0,0,0,0,0,0,0,0,0,0,0
17569,Madden NFL 22,152480,1,0,1,2,0,1,1,1,2,2,2
17570,The Bard's Tale IV,26986,0,0,0,0,0,0,0,0,0,0,0
17571,Panzar,15740,0,0,0,0,0,0,0,0,0,0,0
17572,Star Wars: Force Commander,159,0,0,1,0,0,1,1,1,0,0,0
17573,Astral Gun,34103,0,1,1,0,0,1,1,0,0,0,0
17574,The Settlers : Heritage of Kings - History Edition,114449,0,0,0,0,0,0,0,0,0,0,0
17575,Aeternitas,111896,1,1,0,0,1,1,0,0,0,0,0
17576,Midnight's Blessing,35245,0,0,0,0,0,0,0,0,0,0,0
17577,Humanity,122565,0,0,1,1,0,0,1,0,1,1,1
17578,Other worlds India,29884,0,0,0,0,0,0,0,0,0,0,0
17579,AER: Memories of Old,11560,0,2,2,2,0,2,2,2,3,3,3
17580,Tetris Effect: Connected,135999,0,0,0,0,1,0,0,0,0,0,0
17581,Bastard Bonds,19724,0,0,0,1,0,0,0,0,1,1,1
17582,Hunted: The Demon's Forge,505,0,3,3,2,0,3,3,3,2,2,2
17583,Space Pilgrim Academy: Reunion,115961,0,0,0,0,0,0,0,0,0,0,0
17584,The Abbey,17628,0,0,0,1,0,0,0,2,1,1,1
17585,Yooka-Laylee,10031,0,0,0,0,0,0,0,0,0,0,0
17586,This Starry Midnight We Make,17776,0,0,0,0,0,0,0,0,0,0,0
17587,The Puzzle Story,113491,0,0,0,0,0,0,0,0,0,0,0
17588,Greak: Memories of Azur,122126,0,1,0,2,0,0,0,0,2,2,2
17589,Mary Skelter: Nightmares,19864,0,1,1,1,0,1,1,1,1,1,1
17590,Old School RuneScape,79824,0,0,1,0,0,1,1,1,0,0,0
17591,Sid Meier's Civilization V: Brave New World,3272,0,0,0,0,0,0,0,1,0,0,0
17592,River City Super Sports Challenge: All Stars Special,36210,0,0,0,0,0,0,0,0,0,0,0
17593,Plutonium,28597,0,0,2,0,0,0,2,0,0,0,0
17594,Hollow Knight: Hidden Dreams,106818,0,0,0,0,0,0,0,0,0,0,0
17595,Onimusha: Warlords,107292,0,0,0,0,0,0,0,0,0,0,0
17596,Adaptr,110574,1,1,0,1,1,1,0,1,1,1,1
17597,Candleman: The Complete Journey,81247,1,1,0,1,1,0,0,0,1,1,1
17598,Persian Nights: Sands of Wonders,38040,0,3,3,3,0,3,3,3,3,3,3
17599,The Orange Box,339,0,0,0,0,0,0,0,0,0,0,0
17600,Basement,19376,0,1,0,0,0,0,0,0,0,0,0
17601,Sky Rogue,11633,0,0,0,0,0,0,0,0,0,0,0
17602,Son of Nor,16848,0,0,0,0,0,0,0,0,0,0,0
17603,Story of Seasons: Pioneers of Olive Town,140500,0,0,1,0,0,1,1,1,0,0,0
17604,Celestian Tales: Old North,17693,0,0,0,0,0,0,0,0,0,0,0
17605,Escape Simulator,145439,0,1,1,2,0,1,1,1,2,2,2
17606,Astroneer,13205,0,0,1,2,0,0,1,0,1,1,1
